GENDER,AGE_GRP,JOB_NM,TRAVEL_TERM,TRAVEL_LIKE_SGG_1,TRAVEL_LIKE_SGG_2,TRAVEL_LIKE_SGG_3,TRAVEL_STYL_1,TRAVEL_STYL_2,TRAVEL_STYL_3,TRAVEL_STYL_4,TRAVEL_STYL_5,TRAVEL_STYL_6,TRAVEL_STYL_7,TRAVEL_STYL_8,TRAVEL_STATUS_RESIDENCE,TRAVEL_STATUS_DESTINATION,TRAVEL_STATUS_ACCOMPANY,TRAVEL_MOTIVE,TRAVEL_COMPANIONS_NUM,TRAVEL_ID,REL_CD,COMPANION_GENDER,COMPANION_AGE_GRP,TRAVEL_PURPOSE,TRAVEL_START_YMD,TRAVEL_END_YMD,TRAVEL_MISSION_CHECK,MAJOR_TRANSPORT,TOTAL_MVMN_WON,MAJOR_ACTIVITY_TYPE,TOTAL_ACTIVITY_WON,TOTAL_WON
남,50,사무 종사자,1주일,50130,46110,26350,중립,중립,자연 선호(중),자연 선호(강),중립,중립,자연 선호(중),도시 선호(중),대전광역시,전남,자녀 동반 여행,"쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",4,g_g011619,자녀,남자,10대,온천/스파;역사 유적지 방문;지역 문화예술/공연/전시시설 관람;캠핑;지역 축제/이벤트 참가,2023-09-10,2023-09-11,쇼핑;역사 유적지 방문;드라마 촬영지 방문,['자가용(승용/승합/트럭 등등)'],72900.0,['쇼핑 / 구매'],271700.0,344600.0
남,50,사무 종사자,1주일,50130,46110,26350,중립,중립,자연 선호(중),자연 선호(강),중립,중립,자연 선호(중),도시 선호(중),대전광역시,전남,자녀 동반 여행,"쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",4,g_g011619,배우자,여자,40대,온천/스파;역사 유적지 방문;지역 문화예술/공연/전시시설 관람;캠핑;지역 축제/이벤트 참가,2023-09-10,2023-09-11,쇼핑;역사 유적지 방문;드라마 촬영지 방문,['자가용(승용/승합/트럭 등등)'],72900.0,['쇼핑 / 구매'],271700.0,344600.0
남,50,사무 종사자,1주일,50130,46110,26350,중립,중립,자연 선호(중),자연 선호(강),중립,중립,자연 선호(중),도시 선호(중),대전광역시,전남,자녀 동반 여행,"쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",4,g_g011619,자녀,여자,~9세이하,온천/스파;역사 유적지 방문;지역 문화예술/공연/전시시설 관람;캠핑;지역 축제/이벤트 참가,2023-09-10,2023-09-11,쇼핑;역사 유적지 방문;드라마 촬영지 방문,['자가용(승용/승합/트럭 등등)'],72900.0,['쇼핑 / 구매'],271700.0,344600.0
남,40,사무 종사자,1주일,50110,48170,29155,자연 선호(중),자연 선호(강),자연 선호(강),자연 선호(강),도시 선호(강),자연 선호(강),자연 선호(중),도시 선호(강),경상남도,충북,2인 여행(가족 외),새로운 경험 추구,1,g_g000480,배우자,여자,30대,캠핑;Well-ness 여행;신규 여행지 발굴;친환경 여행(플로깅 여행);시티투어,2023-06-03,2023-06-05,캠핑;Well-ness 여행;친환경 여행(플로깅 여행),['자가용(승용/승합/트럭 등등)'],75600.0,['단순 구경 / 산책 / 걷기'],47000.0,122600.0
여,30,전문가 및 관련 종사자,1년,26350,50110,42170,자연 선호(약),도시 선호(중),자연 선호(강),자연 선호(강),자연 선호(강),도시 선호(중),도시 선호(강),도시 선호(중),서울특별시,충남,나홀로 여행,"일상적인 환경 및 역할에서의 탈출, 지루함 탈피",0,g_g010703,없음,없음,없음,역사 유적지 방문,2023-09-08,2023-09-09,역사 유적지 방문;지역 문화예술/공연/전시시설 관람;시티투어,"['버스 + 지하철', '택시']",45200.0,['환승/경유'],38000.0,83200.0
여,50,전문가 및 관련 종사자,한달,46730,48170,47150,자연 선호(약),중립,자연 선호(중),자연 선호(중),도시 선호(약),자연 선호(강),도시 선호(중),도시 선호(약),전라남도,전남,부모 동반 여행,"일상적인 환경 및 역할에서의 탈출, 지루함 탈피",5,g_g012389,부모,여자,60대,"테마파크, 놀이시설, 동/식물원 방문;지역 문화예술/공연/전시시설 관람;지역 축제/이벤트 참가;쇼핑;지역 축제/이벤트 참가;SNS 인생샷 여행",2023-09-18,2023-09-19,지역 축제/이벤트 참가;SNS 인생샷 여행;쇼핑,['자가용(승용/승합/트럭 등등)'],8000.0,['취식'],66700.0,74700.0
여,50,전문가 및 관련 종사자,한달,46730,48170,47150,자연 선호(약),중립,자연 선호(중),자연 선호(중),도시 선호(약),자연 선호(강),도시 선호(중),도시 선호(약),전라남도,전남,부모 동반 여행,"일상적인 환경 및 역할에서의 탈출, 지루함 탈피",5,g_g012389,자녀,여자,~9세이하,"테마파크, 놀이시설, 동/식물원 방문;지역 문화예술/공연/전시시설 관람;지역 축제/이벤트 참가;쇼핑;지역 축제/이벤트 참가;SNS 인생샷 여행",2023-09-18,2023-09-19,지역 축제/이벤트 참가;SNS 인생샷 여행;쇼핑,['자가용(승용/승합/트럭 등등)'],8000.0,['취식'],66700.0,74700.0
여,50,전문가 및 관련 종사자,한달,46730,48170,47150,자연 선호(약),중립,자연 선호(중),자연 선호(중),도시 선호(약),자연 선호(강),도시 선호(중),도시 선호(약),전라남도,전남,부모 동반 여행,"일상적인 환경 및 역할에서의 탈출, 지루함 탈피",5,g_g012389,부모,남자,60대,"테마파크, 놀이시설, 동/식물원 방문;지역 문화예술/공연/전시시설 관람;지역 축제/이벤트 참가;쇼핑;지역 축제/이벤트 참가;SNS 인생샷 여행",2023-09-18,2023-09-19,지역 축제/이벤트 참가;SNS 인생샷 여행;쇼핑,['자가용(승용/승합/트럭 등등)'],8000.0,['취식'],66700.0,74700.0
여,50,전문가 및 관련 종사자,한달,46730,48170,47150,자연 선호(약),중립,자연 선호(중),자연 선호(중),도시 선호(약),자연 선호(강),도시 선호(중),도시 선호(약),전라남도,전남,부모 동반 여행,"일상적인 환경 및 역할에서의 탈출, 지루함 탈피",5,g_g012389,배우자,남자,30대,"테마파크, 놀이시설, 동/식물원 방문;지역 문화예술/공연/전시시설 관람;지역 축제/이벤트 참가;쇼핑;지역 축제/이벤트 참가;SNS 인생샷 여행",2023-09-18,2023-09-19,지역 축제/이벤트 참가;SNS 인생샷 여행;쇼핑,['자가용(승용/승합/트럭 등등)'],8000.0,['취식'],66700.0,74700.0
여,50,전문가 및 관련 종사자,한달,46730,48170,47150,자연 선호(약),중립,자연 선호(중),자연 선호(중),도시 선호(약),자연 선호(강),도시 선호(중),도시 선호(약),전라남도,전남,부모 동반 여행,"일상적인 환경 및 역할에서의 탈출, 지루함 탈피",5,g_g012389,형제/자매,남자,30대,"테마파크, 놀이시설, 동/식물원 방문;지역 문화예술/공연/전시시설 관람;지역 축제/이벤트 참가;쇼핑;지역 축제/이벤트 참가;SNS 인생샷 여행",2023-09-18,2023-09-19,지역 축제/이벤트 참가;SNS 인생샷 여행;쇼핑,['자가용(승용/승합/트럭 등등)'],8000.0,['취식'],66700.0,74700.0
여,40,전문가 및 관련 종사자,한달,41460,50110,42820,자연 선호(중),자연 선호(강),자연 선호(강),자연 선호(약),도시 선호(중),도시 선호(중),도시 선호(중),도시 선호(강),충청남도,충남,자녀 동반 여행,"일상적인 환경 및 역할에서의 탈출, 지루함 탈피",3,g_g001388,자녀,남자,~9세이하,"테마파크, 놀이시설, 동/식물원 방문;SNS 인생샷 여행;호캉스 여행;신규 여행지 발굴;캠핑",2023-06-03,2023-06-05,"테마파크, 놀이시설, 동/식물원 방문;SNS 인생샷 여행;인플루언서 따라하기 여행",['자가용(승용/승합/트럭 등등)'],30000.0,"['단순 구경 / 산책 / 걷기', '체험 활동 / 입장 및 관람', '취식', '휴식']",100000.0,130000.0
여,40,전문가 및 관련 종사자,한달,41460,50110,42820,자연 선호(중),자연 선호(강),자연 선호(강),자연 선호(약),도시 선호(중),도시 선호(중),도시 선호(중),도시 선호(강),충청남도,충남,자녀 동반 여행,"일상적인 환경 및 역할에서의 탈출, 지루함 탈피",3,g_g001388,배우자,남자,30대,"테마파크, 놀이시설, 동/식물원 방문;SNS 인생샷 여행;호캉스 여행;신규 여행지 발굴;캠핑",2023-06-03,2023-06-05,"테마파크, 놀이시설, 동/식물원 방문;SNS 인생샷 여행;인플루언서 따라하기 여행",['자가용(승용/승합/트럭 등등)'],30000.0,"['단순 구경 / 산책 / 걷기', '체험 활동 / 입장 및 관람', '취식', '휴식']",100000.0,130000.0
여,40,전문가 및 관련 종사자,한달,41460,50110,42820,자연 선호(중),자연 선호(강),자연 선호(강),자연 선호(약),도시 선호(중),도시 선호(중),도시 선호(중),도시 선호(강),충청남도,충남,자녀 동반 여행,"일상적인 환경 및 역할에서의 탈출, 지루함 탈피",3,g_g001388,자녀,여자,~9세이하,"테마파크, 놀이시설, 동/식물원 방문;SNS 인생샷 여행;호캉스 여행;신규 여행지 발굴;캠핑",2023-06-03,2023-06-05,"테마파크, 놀이시설, 동/식물원 방문;SNS 인생샷 여행;인플루언서 따라하기 여행",['자가용(승용/승합/트럭 등등)'],30000.0,"['단순 구경 / 산책 / 걷기', '체험 활동 / 입장 및 관람', '취식', '휴식']",100000.0,130000.0
남,20,서비스 종사자,한달,50110,42150,26500,자연 선호(강),자연 선호(강),자연 선호(강),자연 선호(강),자연 선호(강),도시 선호(강),도시 선호(강),도시 선호(강),경기도,전남,2인 여행(가족 외),진정한 자아 찾기 또는 자신을 되돌아볼 기회 찾기,1,g_g005967,형제/자매,여자,20대,쇼핑;SNS 인생샷 여행;신규 여행지 발굴;인플루언서 따라하기 여행,2023-08-25,2023-08-28,쇼핑;신규 여행지 발굴;인플루언서 따라하기 여행,['KTX/SRT(고속열차)'],117100.0,['쇼핑 / 구매'],320400.0,437500.0
여,30,사무 종사자,한달,42150,42210,41670,자연 선호(중),자연 선호(중),자연 선호(약),중립,도시 선호(약),중립,도시 선호(약),도시 선호(약),서울특별시,충북,나홀로 여행,SNS 사진 등록 등 과시,0,g_g010282,없음,없음,없음,"시티투어;야외 스포츠, 레포츠 활동;지역 축제/이벤트 참가;인플루언서 따라하기 여행;SNS 인생샷 여행;신규 여행지 발굴;친환경 여행(플로깅 여행);Well-ness 여행",2023-08-26,2023-08-27,지역 축제/이벤트 참가;신규 여행지 발굴;SNS 인생샷 여행,['자가용(승용/승합/트럭 등등)'],75600.0,"['체험 활동 / 입장 및 관람', '취식']",38500.0,114100.0
여,30,사무 종사자,한달,42150,48850,46730,자연 선호(강),자연 선호(강),자연 선호(약),자연 선호(중),자연 선호(중),자연 선호(강),도시 선호(중),도시 선호(중),부산광역시,전남,나홀로 여행,"일상적인 환경 및 역할에서의 탈출, 지루함 탈피",0,g_g000413,없음,없음,없음,드라마 촬영지 방문;Well-ness 여행;SNS 인생샷 여행;친환경 여행(플로깅 여행);등반 여행,2023-05-31,2023-06-04,드라마 촬영지 방문;SNS 인생샷 여행;등반 여행,['택시'],137000.0,['취식'],256400.0,393400.0
여,30,서비스 종사자,한달,44180,41830,11680,자연 선호(강),도시 선호(강),자연 선호(강),자연 선호(강),자연 선호(강),자연 선호(강),도시 선호(강),도시 선호(강),경기도,충남,2인 여행(가족 외),진정한 자아 찾기 또는 자신을 되돌아볼 기회 찾기,1,g_g006181,배우자,남자,30대,"쇼핑;테마파크, 놀이시설, 동/식물원 방문;역사 유적지 방문;시티투어",2023-08-16,2023-08-17,역사 유적지 방문;시티투어;지역 문화예술/공연/전시시설 관람,['렌터카(승용/승합/버스 등등)'],154396.0,['휴식'],89500.0,243896.0
남,50,판매 종사자,한달,42150,41820,45110,도시 선호(중),자연 선호(중),도시 선호(약),도시 선호(강),자연 선호(중),도시 선호(강),도시 선호(강),도시 선호(강),서울특별시,대전,2인 여행(가족 외),새로운 경험 추구,1,e_e013184,친구,여자,40대,SNS 인생샷 여행;인플루언서 따라하기 여행;시티투어,2023-09-23,2023-09-24,쇼핑;시티투어;SNS 인생샷 여행,['버스 + 지하철'],86400.0,['취식'],37300.0,123700.0
남,30,사무 종사자,한달,11440,41280,41570,도시 선호(약),자연 선호(약),자연 선호(중),자연 선호(중),자연 선호(중),도시 선호(중),도시 선호(중),도시 선호(약),서울특별시,대전,2인 여행(가족 외),여행 동반자와의 친밀감 및 유대감 증진,1,g_g012326,연인,여자,30대,드라마 촬영지 방문;인플루언서 따라하기 여행;지역 문화예술/공연/전시시설 관람;지역 축제/이벤트 참가,2023-09-09,2023-09-10,지역 축제/이벤트 참가;쇼핑;지역 문화예술/공연/전시시설 관람,"['KTX/SRT(고속열차)', '택시']",117800.0,['환승/경유'],199700.0,317500.0
남,20,학생,한달,44200,46150,11350,도시 선호(약),중립,도시 선호(약),도시 선호(중),중립,도시 선호(약),중립,도시 선호(약),충청남도,충남,나홀로 여행,"일상적인 환경 및 역할에서의 탈출, 지루함 탈피",0,g_g002765,없음,없음,없음,지역 축제/이벤트 참가,2023-06-25,2023-06-26,쇼핑;지역 축제/이벤트 참가;SNS 인생샷 여행,['자가용(승용/승합/트럭 등등)'],20000.0,"['단순 구경 / 산책 / 걷기', '쇼핑 / 구매', '취식', '휴식']",22000.0,42000.0
남,40,사무 종사자,한달,50130,42150,44180,도시 선호(중),중립,도시 선호(중),도시 선호(중),도시 선호(중),도시 선호(중),중립,도시 선호(강),서울특별시,충북,3인 이상 여행(가족 외),"운동, 건강 증진 및 충전",7,g_g000610,"친목 단체/모임(동호회, 종교단체 등)",여자,50대,"SNS 인생샷 여행;야외 스포츠, 레포츠 활동",2023-05-26,2023-05-27,"SNS 인생샷 여행;인플루언서 따라하기 여행;야외 스포츠, 레포츠 활동",['자가용(승용/승합/트럭 등등)'],20000.0,"['기타 활동', '체험 활동 / 입장 및 관람', '취식', '휴식']",218000.0,238000.0
남,40,사무 종사자,한달,50130,42150,44180,도시 선호(중),중립,도시 선호(중),도시 선호(중),도시 선호(중),도시 선호(중),중립,도시 선호(강),서울특별시,충북,3인 이상 여행(가족 외),"운동, 건강 증진 및 충전",7,g_g000610,"친목 단체/모임(동호회, 종교단체 등)",여자,40대,"SNS 인생샷 여행;야외 스포츠, 레포츠 활동",2023-05-26,2023-05-27,"SNS 인생샷 여행;인플루언서 따라하기 여행;야외 스포츠, 레포츠 활동",['자가용(승용/승합/트럭 등등)'],20000.0,"['기타 활동', '체험 활동 / 입장 및 관람', '취식', '휴식']",218000.0,238000.0
남,40,사무 종사자,한달,50130,42150,44180,도시 선호(중),중립,도시 선호(중),도시 선호(중),도시 선호(중),도시 선호(중),중립,도시 선호(강),서울특별시,충북,3인 이상 여행(가족 외),"운동, 건강 증진 및 충전",7,g_g000610,"친목 단체/모임(동호회, 종교단체 등)",남자,50대,"SNS 인생샷 여행;야외 스포츠, 레포츠 활동",2023-05-26,2023-05-27,"SNS 인생샷 여행;인플루언서 따라하기 여행;야외 스포츠, 레포츠 활동",['자가용(승용/승합/트럭 등등)'],20000.0,"['기타 활동', '체험 활동 / 입장 및 관람', '취식', '휴식']",218000.0,238000.0
남,40,사무 종사자,한달,50130,42150,44180,도시 선호(중),중립,도시 선호(중),도시 선호(중),도시 선호(중),도시 선호(중),중립,도시 선호(강),서울특별시,충북,3인 이상 여행(가족 외),"운동, 건강 증진 및 충전",7,g_g000610,"친목 단체/모임(동호회, 종교단체 등)",남자,50대,"SNS 인생샷 여행;야외 스포츠, 레포츠 활동",2023-05-26,2023-05-27,"SNS 인생샷 여행;인플루언서 따라하기 여행;야외 스포츠, 레포츠 활동",['자가용(승용/승합/트럭 등등)'],20000.0,"['기타 활동', '체험 활동 / 입장 및 관람', '취식', '휴식']",218000.0,238000.0
남,40,사무 종사자,한달,50130,42150,44180,도시 선호(중),중립,도시 선호(중),도시 선호(중),도시 선호(중),도시 선호(중),중립,도시 선호(강),서울특별시,충북,3인 이상 여행(가족 외),"운동, 건강 증진 및 충전",7,g_g000610,"친목 단체/모임(동호회, 종교단체 등)",여자,40대,"SNS 인생샷 여행;야외 스포츠, 레포츠 활동",2023-05-26,2023-05-27,"SNS 인생샷 여행;인플루언서 따라하기 여행;야외 스포츠, 레포츠 활동",['자가용(승용/승합/트럭 등등)'],20000.0,"['기타 활동', '체험 활동 / 입장 및 관람', '취식', '휴식']",218000.0,238000.0
남,40,사무 종사자,한달,50130,42150,44180,도시 선호(중),중립,도시 선호(중),도시 선호(중),도시 선호(중),도시 선호(중),중립,도시 선호(강),서울특별시,충북,3인 이상 여행(가족 외),"운동, 건강 증진 및 충전",7,g_g000610,배우자,남자,50대,"SNS 인생샷 여행;야외 스포츠, 레포츠 활동",2023-05-26,2023-05-27,"SNS 인생샷 여행;인플루언서 따라하기 여행;야외 스포츠, 레포츠 활동",['자가용(승용/승합/트럭 등등)'],20000.0,"['기타 활동', '체험 활동 / 입장 및 관람', '취식', '휴식']",218000.0,238000.0
남,40,사무 종사자,한달,50130,42150,44180,도시 선호(중),중립,도시 선호(중),도시 선호(중),도시 선호(중),도시 선호(중),중립,도시 선호(강),서울특별시,충북,3인 이상 여행(가족 외),"운동, 건강 증진 및 충전",7,g_g000610,"친목 단체/모임(동호회, 종교단체 등)",남자,50대,"SNS 인생샷 여행;야외 스포츠, 레포츠 활동",2023-05-26,2023-05-27,"SNS 인생샷 여행;인플루언서 따라하기 여행;야외 스포츠, 레포츠 활동",['자가용(승용/승합/트럭 등등)'],20000.0,"['기타 활동', '체험 활동 / 입장 및 관람', '취식', '휴식']",218000.0,238000.0
여,30,사무 종사자,한달,46890,50110,26350,자연 선호(약),자연 선호(강),자연 선호(강),중립,중립,중립,도시 선호(중),도시 선호(강),광주광역시,전북,나홀로 여행,진정한 자아 찾기 또는 자신을 되돌아볼 기회 찾기,0,g_g011903,없음,없음,없음,교육/체험 프로그램 참가;Well-ness 여행;SNS 인생샷 여행;신규 여행지 발굴;지역 문화예술/공연/전시시설 관람,2023-09-09,2023-09-10,지역 문화예술/공연/전시시설 관람;교육/체험 프로그램 참가;SNS 인생샷 여행,['택시'],39300.0,"['단순 구경 / 산책 / 걷기', '환승/경유']",37300.0,76600.0
남,20,학생,1년,47130,50130,26500,중립,자연 선호(강),자연 선호(강),자연 선호(강),자연 선호(강),자연 선호(강),자연 선호(중),도시 선호(중),서울특별시,충북,2인 여행(가족 외),여행 동반자와의 친밀감 및 유대감 증진,1,g_g000296,연인,남자,20대,"시티투어;지역 문화예술/공연/전시시설 관람;캠핑;테마파크, 놀이시설, 동/식물원 방문;역사 유적지 방문;쇼핑;야외 스포츠, 레포츠 활동;지역 축제/이벤트 참가;온천/스파;드라마 촬영지 방문;종교/성지 순례;Well-ness 여행;SNS 인생샷 여행;신규 여행지 발굴;인플루언서 따라하기 여행;친환경 여행(플로깅 여행);호캉스 여행",2023-05-31,2023-06-03,지역 문화예술/공연/전시시설 관람;캠핑;드라마 촬영지 방문,['자가용(승용/승합/트럭 등등)'],54700.0,['취식'],252000.0,306700.0
여,30,사무 종사자,한달,26710,30200,50130,자연 선호(강),도시 선호(강),자연 선호(강),자연 선호(강),자연 선호(강),자연 선호(강),도시 선호(강),자연 선호(강),광주광역시,전남,2인 여행(가족 외),"쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",1,g_g004350,친구,여자,30대,"테마파크, 놀이시설, 동/식물원 방문;역사 유적지 방문;시티투어;야외 스포츠, 레포츠 활동;유흥/오락(나이트라이프)",2023-07-21,2023-07-23,"야외 스포츠, 레포츠 활동;Well-ness 여행;신규 여행지 발굴",['자가용(승용/승합/트럭 등등)'],58000.0,['취식'],107400.0,165400.0
남,60,관리자,한달,42810,44180,43760,자연 선호(강),자연 선호(강),자연 선호(강),도시 선호(중),자연 선호(중),중립,자연 선호(강),도시 선호(중),경기도,충북,3대 동반 여행(친척 포함),"일상적인 환경 및 역할에서의 탈출, 지루함 탈피",2,g_g002098,배우자,여자,60대,"쇼핑;Well-ness 여행;역사 유적지 방문;야외 스포츠, 레포츠 활동;지역 문화예술/공연/전시시설 관람",2023-06-18,2023-06-20,Well-ness 여행;역사 유적지 방문;친환경 여행(플로깅 여행),['자가용(승용/승합/트럭 등등)'],48000.0,['단순 구경 / 산책 / 걷기'],205250.43441466856,253250.43441466856
남,60,관리자,한달,42810,44180,43760,자연 선호(강),자연 선호(강),자연 선호(강),도시 선호(중),자연 선호(중),중립,자연 선호(강),도시 선호(중),경기도,충북,3대 동반 여행(친척 포함),"일상적인 환경 및 역할에서의 탈출, 지루함 탈피",2,g_g002098,친인척,남자,60대,"쇼핑;Well-ness 여행;역사 유적지 방문;야외 스포츠, 레포츠 활동;지역 문화예술/공연/전시시설 관람",2023-06-18,2023-06-20,Well-ness 여행;역사 유적지 방문;친환경 여행(플로깅 여행),['자가용(승용/승합/트럭 등등)'],48000.0,['단순 구경 / 산책 / 걷기'],205250.43441466856,253250.43441466856
여,40,전문가 및 관련 종사자,1주일,50130,48310,26710,자연 선호(약),자연 선호(약),중립,중립,도시 선호(중),도시 선호(중),도시 선호(중),도시 선호(약),광주광역시,대전,자녀 동반 여행,"역사 탐방, 문화적 경험 등 교육적 동기",3,g_g011254,배우자,남자,40대,"테마파크, 놀이시설, 동/식물원 방문",2023-09-24,2023-09-25,"테마파크, 놀이시설, 동/식물원 방문;신규 여행지 발굴;등반 여행",['자가용(승용/승합/트럭 등등)'],68700.0,['취식'],197100.0,265800.0
여,40,전문가 및 관련 종사자,1주일,50130,48310,26710,자연 선호(약),자연 선호(약),중립,중립,도시 선호(중),도시 선호(중),도시 선호(중),도시 선호(약),광주광역시,대전,자녀 동반 여행,"역사 탐방, 문화적 경험 등 교육적 동기",3,g_g011254,자녀,남자,~9세이하,"테마파크, 놀이시설, 동/식물원 방문",2023-09-24,2023-09-25,"테마파크, 놀이시설, 동/식물원 방문;신규 여행지 발굴;등반 여행",['자가용(승용/승합/트럭 등등)'],68700.0,['취식'],197100.0,265800.0
여,40,전문가 및 관련 종사자,1주일,50130,48310,26710,자연 선호(약),자연 선호(약),중립,중립,도시 선호(중),도시 선호(중),도시 선호(중),도시 선호(약),광주광역시,대전,자녀 동반 여행,"역사 탐방, 문화적 경험 등 교육적 동기",3,g_g011254,자녀,남자,~9세이하,"테마파크, 놀이시설, 동/식물원 방문",2023-09-24,2023-09-25,"테마파크, 놀이시설, 동/식물원 방문;신규 여행지 발굴;등반 여행",['자가용(승용/승합/트럭 등등)'],68700.0,['취식'],197100.0,265800.0
남,20,서비스 종사자,1년,26500,11110,11200,도시 선호(강),자연 선호(중),도시 선호(약),도시 선호(중),도시 선호(강),자연 선호(중),도시 선호(중),자연 선호(중),서울특별시,대전,나홀로 여행,"쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",0,g_g010407,없음,없음,없음,"쇼핑;테마파크, 놀이시설, 동/식물원 방문;SNS 인생샷 여행;인플루언서 따라하기 여행;지역 문화예술/공연/전시시설 관람",2023-08-26,2023-08-27,"테마파크, 놀이시설, 동/식물원 방문;역사 유적지 방문;인플루언서 따라하기 여행","['새마을/무궁화열차', '지하철']",24700.0,['체험 활동 / 입장 및 관람'],23200.0,47900.0
남,20,학생,1년,42150,41460,46770,자연 선호(강),자연 선호(강),자연 선호(강),자연 선호(약),도시 선호(중),자연 선호(중),자연 선호(강),도시 선호(중),인천광역시,충남,부모 동반 여행,"쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",3,g_g001362,부모,남자,50대,"테마파크, 놀이시설, 동/식물원 방문;역사 유적지 방문;시티투어;야외 스포츠, 레포츠 활동;캠핑",2023-05-28,2023-05-30,캠핑;Well-ness 여행;쇼핑,['자가용(승용/승합/트럭 등등)'],67000.0,['취식'],295220.0,362220.0
남,20,학생,1년,42150,41460,46770,자연 선호(강),자연 선호(강),자연 선호(강),자연 선호(약),도시 선호(중),자연 선호(중),자연 선호(강),도시 선호(중),인천광역시,충남,부모 동반 여행,"쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",3,g_g001362,형제/자매,여자,20대,"테마파크, 놀이시설, 동/식물원 방문;역사 유적지 방문;시티투어;야외 스포츠, 레포츠 활동;캠핑",2023-05-28,2023-05-30,캠핑;Well-ness 여행;쇼핑,['자가용(승용/승합/트럭 등등)'],67000.0,['취식'],295220.0,362220.0
남,20,학생,1년,42150,41460,46770,자연 선호(강),자연 선호(강),자연 선호(강),자연 선호(약),도시 선호(중),자연 선호(중),자연 선호(강),도시 선호(중),인천광역시,충남,부모 동반 여행,"쉴 수 있는 기회, 육체 피로 해결 및 정신적인 휴식",3,g_g001362,부모,여자,50대,"테마파크, 놀이시설, 동/식물원 방문;역사 유적지 방문;시티투어;야외 스포츠, 레포츠 활동;캠핑",2023-05-28,2023-05-30,캠핑;Well-ness 여행;쇼핑,['자가용(승용/승합/트럭 등등)'],67000.0,['취식'],295220.0,362220.0
남,50,전문가 및 관련 종사자,한달,48220,44810,43800,자연 선호(중),자연 선호(중),자연 선호(강),도시 선호(중),도시 선호(중),자연 선호(중),자연 선호(중),도시 선호(중),서울특별시,충남,자녀 동반 여행,"역사 탐방, 문화적 경험 등 교육적 동기",1,g_g000346,자녀,여자,~9세이하,"테마파크, 놀이시설, 동/식물원 방문;SNS 인생샷 여행;인플루언서 따라하기 여행;친환경 여행(플로깅 여행);지역 문화예술/공연/전시시설 관람",2023-06-04,2023-06-05,"테마파크, 놀이시설, 동/식물원 방문;SNS 인생샷 여행;신규 여행지 발굴",['자가용(승용/승합/트럭 등등)'],64500.0,"['쇼핑 / 구매', '체험 활동 / 입장 및 관람', '취식']",70800.0,135300.0
여,30,전문가 및 관련 종사자,1년,11680,50110,50130,중립,자연 선호(강),자연 선호(강),도시 선호(강),중립,자연 선호(강),도시 선호(강),도시 선호(강),서울특별시,대전,나홀로 여행,"일상적인 환경 및 역할에서의 탈출, 지루함 탈피",0,g_g006470,없음,없음,없음,"쇼핑;테마파크, 놀이시설, 동/식물원 방문;역사 유적지 방문;시티투어;야외 스포츠, 레포츠 활동",2023-08-20,2023-08-22,"쇼핑;테마파크, 놀이시설, 동/식물원 방문;지역 문화예술/공연/전시시설 관람","['버스 + 지하철', '새마을/무궁화열차', '택시']",35900.0,['취식'],122900.0,158800.0
남,40,전문가 및 관련 종사자,한달,44150,42170,43130,중립,중립,중립,중립,중립,도시 선호(강),자연 선호(강),중립,충청북도,충남,2인 가족 여행,여행 동반자와의 친밀감 및 유대감 증진,1,g_g000770,배우자,여자,30대,Well-ness 여행;친환경 여행(플로깅 여행);역사 유적지 방문;시티투어,2023-06-02,2023-06-04,역사 유적지 방문;시티투어;Well-ness 여행,['자가용(승용/승합/트럭 등등)'],20000.0,['취식'],112800.0,132800.0
남,40,사무 종사자,1년,11110,30140,26110,도시 선호(중),자연 선호(약),자연 선호(중),도시 선호(중),도시 선호(중),도시 선호(강),도시 선호(중),자연 선호(강),전라북도,충북,3인 이상 여행(가족 외),여행 동반자와의 친밀감 및 유대감 증진,3,g_g003687,친구,남자,30대,"쇼핑;테마파크, 놀이시설, 동/식물원 방문;SNS 인생샷 여행;역사 유적지 방문;지역 문화예술/공연/전시시설 관람",2023-07-08,2023-07-10,"쇼핑;역사 유적지 방문;테마파크, 놀이시설, 동/식물원 방문",['자가용(승용/승합/트럭 등등)'],80400.0,['쇼핑 / 구매'],395360.0,475760.0
남,40,사무 종사자,1년,11110,30140,26110,도시 선호(중),자연 선호(약),자연 선호(중),도시 선호(중),도시 선호(중),도시 선호(강),도시 선호(중),자연 선호(강),전라북도,충북,3인 이상 여행(가족 외),여행 동반자와의 친밀감 및 유대감 증진,3,g_g003687,친구,남자,30대,"쇼핑;테마파크, 놀이시설, 동/식물원 방문;SNS 인생샷 여행;역사 유적지 방문;지역 문화예술/공연/전시시설 관람",2023-07-08,2023-07-10,"쇼핑;역사 유적지 방문;테마파크, 놀이시설, 동/식물원 방문",['자가용(승용/승합/트럭 등등)'],80400.0,['쇼핑 / 구매'],395360.0,475760.0
