TRAVEL_ID,VISIT_AREA_ID,ACTIVITY_TYPE_CD,ACTIVITY_TYPE_SEQ,CONSUME_HIS_SEQ,CONSUME_HIS_SNO,PAYMENT_NUM,BRNO,STORE_NM,ROAD_NM_ADDR,LOTNO_ADDR,ROAD_NM_CD,LOTNO_CD,PAYMENT_DT,PAYMENT_MTHD_SE,PAYMENT_AMT_WON,PAYMENT_ETC,SGG_CD
g_g001981,2306100010,2,1,1,1,2,4018123812,(주)이성당,전북 군산시 중앙로 177,전북 군산시 중앙로1가 12-2,3268096,4513011800,2023-06-10 18:38,1,8900,갈릭카레소세지;메론빵;치킨고로케,
g_g001984,2307080003,1,0,0,1,2,2248505665,문막휴게소(하),강원특별자치도 원주시 문막읍 원문로 1234,,3219041,5113025022,2023-07-08 11:43,1,4500,ICE아메리카노(R)_휴 ,
g_g001984,2307080004,1,0,0,1,2,3040184189,청풍명월이천쌀밥집,충북 제천시 용두천로 37,,3239051,4315010800,2023-07-08 12:53,1,64000,,
g_g001984,2307080007,1,0,0,1,2,1063770023,소원갈비,충북 충주시 연원로 25,충북 충주시 연수동 715-5,3238046,4313011800,2023-07-08 20:34,1,88000,황제갈비살;소주;맥주;된장;공기밥,
g_g001984,2307090003,1,0,0,1,2,1102551172,보릿고개,충북 제천시 원뜰로1길 20-1,,4517707,4315012500,2023-07-09 12:36,1,24000,보리밥정식,
g_g001984,2307090008,1,0,0,1,2,1207100167,미스봉봉,충북 제천시 용두대로11길 7,충북 제천시 하소동 173-4,4517620,4315011100,2023-07-09 14:18,1,8500,아메리카노(I);복숭아아이스티,
g_g001984,2307080003,1,0,0,2,2,2248505665,문막하휴게소,강원특별자치도 원주시 문막읍 원문로 1234,,3219041,5113025022,2023-07-08 11:41,1,5000,만쥬,
g_g001984,2307090008,2,1,1,1,2,3900400764,CU,충북 제천시 용두대로11길 3,충북 제천시 하소동 186-11,4517620,4315011100,2023-07-09 14:32,1,6000,비닐)투명우산,
g_g001984,2307080005,3,1,1,1,2,3038159151,(주)영우자원,충북 충주시 목벌안길 26,,4514482,4313012300,2023-07-08 14:24,1,30000,대인+보트 탑승권 구입,
g_g001984,2307090006,2,2,2,1,2,3040957484,세븐일레븐,충북 제천시 의림지로 24,,3239057,4315011400,2023-07-09 13:27,1,2100,동아)가그린오리지널,
g_g001993,2306230003,1,0,0,1,2,5118507456,마장휴게소,경기 이천시 마장면 중부고속도로 82,경기 이천시 마장면 목리 산 13-32,1000017,4150034026,2023-06-23 07:31,1,9500,더코너)아이스아메리카노S;더코너)아이스카페라떼S,
g_g001993,2306230006,1,0,0,1,2,3020508145,풍미당,충북 옥천군 옥천읍 중앙로 23-1,충북 옥천군 옥천읍 금구리 146,3242048,4373025036,2023-06-23 12:17,1,19000,,
g_g001993,2306230007,1,0,0,1,2,7925900465,향곡산방,충북 옥천군 동이면 선사로 138,충북 옥천군 동이면 남곡리 238-14,3242019,4373031029,2023-06-23 13:10,1,14000,옛날팥빙수 ,
g_g001993,2306230008,1,0,0,1,2,3148207233,신탄진휴게소(상),대전 대덕구 산업단지로 27,,3168012,3023011600,2023-06-23 14:30,1,9500,ICE아메리카노(R)_휴;ICE카페라떼_휴,
g_g001993,2306230005,3,0,0,1,2,3020439812,수생식물학습원,충북 옥천군 군북면 방아실길 248,충북 옥천군 군북면 대정리 100-10,4526140,4373038025,2023-06-23 10:19,1,12000,입장권,
g_g001993,2306230005,1,1,1,1,2,3020541066,호수위의 찻집,충북 옥천군 군북면 방아실길 248,충북 옥천군 군북면 대정리 100-10,4526140,4373038025,2023-06-23 10:41,1,6000,자몽 에이드,
g_g001993,2306230003,1,2,2,1,2,5118507456,마장휴게소,경기 이천시 마장면 중부고속도로 82,경기 이천시 마장면 목리 산 13-32,1000017,4150034026,2023-06-23 07:36,1,4500,(찹찹)케이준감자핫도그 ,
g_g002014,2306100010,1,0,0,0,3,,수바다횟집,율량로 32번길 23,,,,,1,89000,,4311410300
g_g002014,2306100011,1,0,0,0,3,,박군치킨,율봉로 217 2,,,,,1,39000,,4311410300
g_g002014,2306100004,1,0,0,1,3,6608501735,하나로마트 청주점,충북 청주시 상당구 무농정로 32,충북 청주시 상당구 방서동 118,3236018,4311112600,2023-06-10 13:37,1,45770,히어로,
g_g002014,2306100006,1,0,0,1,3,3861801062,오지,충북 청주시 상당구 수암로36번길 13,충북 청주시 상당구 수동 81-155,4508397,4311111200,2023-06-10 15:10,1,15000,레몬밤 망고스틴;오지 스파클링 ,
g_g002014,2306100004,1,0,0,2,3,6228700330,하이파킹(주),서울 중구 세종대로9길 41,서울 중구 서소문동 135,4103203,1114016600,2023-06-10 13:40,1,1000,주차비,
g_g002014,2306110002,1,1,1,1,3,2241387205,강릉장칼국수&국밥,강원특별자치도 원주시 동부순환로 313,강원특별자치도 원주시 행구동 1772-3,3219015,5113011400,2023-06-11 12:19,1,16900,,
g_g002014,2306100003,1,2,2,0,3,,메가커피 원주혁신도시점,,,,,,1,4000,,4213011700
g_g002014,2306100007,6,5,5,1,3,3018528645,청주대학교,충북 청주시 청원구 대성로 298,충북 청주시 청원구 내덕동 36,3236014,4311410200,2023-06-10 16:08,1,500,주차비,
g_g002017,2306100003,1,0,0,1,2,6423500897,백소정,세종특별자치시 다정중앙로 40,세종특별자치시 다정동 938,3351284,3611010900,2023-06-10 12:32,1,23400,치즈카츠(6pcs);냉소바,
g_g002017,2306100006,1,0,0,1,2,8706500636,플레져,세종특별자치시 어울누리로 67,세종특별자치시 나성동 853,3352717,3611010700,2023-06-10 15:15,1,14000,아이스카페라떼;비올라아이스티,
g_g002019,2306280003,1,0,0,1,2,6754700338,진우네집국수,전남 담양군 담양읍 객사3길 32,전남 담양군 담양읍 객사리 211-34,4658016,4671025024,2023-06-28 12:33,1,18000,,
g_g002019,2306280005,1,0,0,1,2,1391501067,김순옥찹쌀도너츠,전남 담양군 담양읍 향교길 6-1,전남 담양군 담양읍 향교리 287-1,4658404,4671025027,2023-06-28 15:03,1,6000,A 8개 모둠,
g_g002019,2306280006,1,0,0,1,2,2668800933,(유)승일,전남 담양군 담양읍 중앙로 98-1,전남 담양군 담양읍 객사리 226-1,3286024,4671025024,2023-06-28 18:40,1,46000,돼지갈비;공기밥;맥주,
g_g002019,2306290001,1,0,0,1,2,1048533057,라라브레드,전남 담양군 월산면 화방송정길 21-14,전남 담양군 월산면 화방리 609-6,4658411,4671039030,2023-06-29 11:09,1,43300,에그샌드위치;슈가프렌치;투움바 파스타;아메리카노(ICE),
g_g002019,2306290003,1,0,0,1,2,2566200576,칠링스,전남 담양군 담양읍 객사2길 14,,4658015,4671025024,2023-06-29 14:19,1,12800,피치달링 아이스 ,
g_g002019,2306290004,1,0,0,1,2,5396400382,담양죽순게장,전남 담양군 담양읍 객사2길 11-37,전남 담양군 담양읍 객사리 207-17,4658015,4671025024,2023-06-29 16:08,1,20000,죽순게장 백반,
g_g002019,2306280004,3,0,0,1,2,,죽녹원,전남 담양군 담양읍 죽녹원로 119,,3286015,4671025027,2023-06-28 12:42,1,6000,입장권,
g_g002019,2306290002,3,0,0,1,2,1048533057,딜라이트 담양,전남 담양군 월산면 화방송정길 21-14,전남 담양군 월산면 화방리 609-6,4658411,4671039030,2023-06-29 11:02,1,34000,입장권,
g_g002019,2306280005,1,0,0,2,2,4828801645,주식회사 수비니어,전남 담양군 담양읍 객사3길 5-6,전남 담양군 담양읍 객사리 181-3,4658016,4671025024,2023-06-28 15:23,1,12500,ice아메리카노;라이더 에너지드링크,
g_g002028,2306240003,1,0,0,1,4,2648801144,롯데리아,충남 천안시 동남구 목천읍 삼방로 159,충남 천안시 동남구 목천읍 남화리 230-1,3249022,4413125030,2023-06-24 15:23,1,14300,새우세트;콜라(L);내츄치즈스틱;포테이토,
g_g002028,2306240003,1,0,0,2,4,2648801144,롯데리아,충남 천안시 동남구 목천읍 독립기념관로 1,,3352226,4413125030,2023-06-24 15:39,1,2400,내츄치즈스틱,
g_g002028,2306230002,3,0,0,2,4,3128193454,소노인터내셔널,충남 천안시 동남구 성남면 종합휴양지로 200,충남 천안시 동남구 성남면 용원리 672,3249039,4413134026,2023-06-23 11:18,1,0,입장권,
g_g002028,2306230002,2,1,1,1,4,6048115788,소노인터내셔널,충남 천안시 동남구 성남면 종합휴양지로 200,충남 천안시 동남구 성남면 용원리 672,3249039,4413134026,2023-06-23 12:13,3,49000,튤립,
g_g002028,2306230002,1,2,2,0,4,,소노인터내셔널 오션어드벤처,종합휴양지로 200,,,,,1,40000,,4413134000
g_g002028,2306240001,6,3,3,1,4,3128116141,(주)한빛씨에스(태극열차.버스),충남 천안시 동남구 목천읍 독립기념관로 1,,3352226,4413125030,2023-06-24 13:36,1,4200,탑승권 구입,
g_g002028,2306230002,1,5,5,1,4,6048115788,굿앤굿스 ,충남 천안시 동남구 성남면 종합휴양지로 200,충남 천안시 동남구 성남면 용원리 672,3249039,4413134026,2023-06-23 19:45,1,1800,아이시스ECO,
g_g002028,2306230002,1,5,5,2,4,3128193454,소노인터내셔널,충남 천안시 동남구 성남면 종합휴양지로 200,충남 천안시 동남구 성남면 용원리 672,3249039,4413134026,2023-06-23 17:43,1,80000,,
g_g002028,2306230002,1,5,5,3,4,6048115788,소노인터내셔널,충남 천안시 동남구 성남면 종합휴양지로 200,충남 천안시 동남구 성남면 용원리 672,3249039,4413134026,2023-06-24 12:21,1,5280,캔디믹스;뽀로로(사과) ,
g_g002028,2306230002,1,5,5,4,4,6048115788,소노인터내셔널,충남 천안시 동남구 성남면 종합휴양지로 200,충남 천안시 동남구 성남면 용원리 672,3249039,4413134026,2023-06-24 12:38,1,3000,화이트엔젤;허쉬초코렛드링크,
g_g002028,2306230002,6,7,7,0,4,,소노인터내셔널,종합휴앙지로 200 소노벨 천안 레전드히어로즈,,,,,1,7500,,4413134000
g_g002032,2306100002,1,0,0,1,7,8458500884,매송(하)휴게소,경기 화성시 매송면 서해안고속도로 315,,1000007,4159031025,2023-06-10 08:20,1,17000,피쉬)꼬치어묵;찰스)야채김밥,
g_g002032,2306100006,1,0,0,1,7,5930501622,두부두부,충남 공주시 사곡면 마곡사로 842,충남 공주시 사곡면 운암리 729-6,3251011,4415039029,2023-06-10 14:19,1,101000,,
g_g002032,2306110002,1,0,0,1,7,1408157533,시흥하늘휴게소,경기 시흥시 수도권제1순환고속도로 105,경기 시흥시 조남동 산 15-1,1000140,4139012400,2023-06-11 12:54,1,21600,핫바;통감자;매일)바리스타플라넬드립325,
g_g002032,2306100003,2,0,0,1,7,4012393642,엔마트,충남 아산시 둔포면 석곡길 16,충남 아산시 둔포면 운교리 3-35,4559329,4420036031,2023-06-10 10:32,1,161036,크리스탈;종이;제당_더건강한그릴후랑크;오뚜기뿌셔뿌셔바베큐;파채,
g_g002032,2306100004,2,0,0,1,7,4011552025,하나금천미트(둔포점),충남 아산시 둔포면 석곡길 17,충남 아산시 둔포면 석곡리 285-3,4559329,4420036032,2023-06-10 10:40,1,98020,한돈목살[냉장];한우채끝/2[냉장];한돈벌집삼겹살[냉장],
g_g002032,2306100002,1,0,0,2,7,8458500884,대송(하)휴게소,경기 화성시 매송면 서해안고속도로 315,경기 화성시 매송면 야목리 산 47-1,1000007,4159031025,2023-06-10 08:51,3,6000,백년)호두과자,
g_g002035,2306180009,1,0,0,0,2,,삼합싸다구,이순신광장로 139,,,,,3,59000,,4613011000
g_g002035,2306180007,6,0,0,0,2,,펀코인노래방,통제영1길 10,,,,,3,6000,,4613011000
g_g002035,2306180005,1,0,0,1,2,,여수딸기모찌본점,전남 여수시 중앙로 73-1,전남 여수시 중앙동 727,3282072,4613010700,2023-06-18 12:20,1,31500,,
g_g002035,2306190002,1,0,0,1,2,4880601986,여수 낭만항,전남 여수시 통제영5길 10-3,전남 여수시 중앙동 586,4646918,4613010700,2023-06-19 12:05,1,36000,생선백반,
g_g002035,2306190003,1,0,0,1,2,3740101737,바다김밥,전남 여수시 통제영5길 10-4,전남 여수시 중앙동 667,4646918,4613010700,2023-06-19 15:13,1,8000,계란김밥;유부김밥,
g_g002035,2306190005,1,0,0,1,2,3451801907,여수당.여수유자,전남 여수시 중앙로 69-1,전남 여수시 중앙동 743,3282072,4613010700,2023-06-19 12:42,1,35000,,
g_g002037,2306100005,1,0,0,0,2,,고모네 떡볶이,중교로 73번길 고모네 떡볶이,,,,,5,6000,,3014010100
g_g002037,2306100007,1,0,0,0,2,,사리원 본점,대전 서구 둔산로31번길 77 2층,,,,,3,65000,,3017011200
g_g002037,2306100003,1,0,0,1,2,3038120748,탐앤탐스,충북 음성군 삼성면 중부고속도로 51,,1000017,4377035024,2023-06-10 12:31,1,10300,(G)ICE카페 아;에스프레소 샷,
g_g002037,2306100003,1,0,0,2,2,3038120748,음성(남이)휴게소,충북 음성군 삼성면 중부고속도로 51,,1000017,4377035024,2023-06-10 12:34,1,5000,호두과자,
g_g002037,2306100006,2,1,1,1,2,3058148738,성심당본점,대전 중구 대종로480번길 15,,4295158,3014010100,,1,37400,튀소세트;통소세지핫독;애플브리치즈;카레고로케;김치찹쌀주먹밥,
g_g002041,2306110006,1,0,0,1,2,8291801138,티하우스다연,충남 아산시 시민로439번길 24-8,충남 아산시 온천동 1373-8,4559407,4420010100,2023-06-11 15:09,1,37500,,
g_g002046,2306120002,1,0,0,0,2,,카페산,충북 단양군 가곡면 두산길 196-86,,,,,1,12000,,4380032000
g_g002046,2306120004,1,0,0,0,2,,서흥김밥,삼봉로 275,,,,,1,19500,,4380025026
g_g002046,2306110003,1,0,0,1,2,6225700255,도담삼봉가마솥손두부,충북 단양군 매포읍 삼봉로 644-17,,3248030,4380025324,2023-06-11 12:37,1,19000,두부 짜글이;얼큰순두부,
g_g002046,2306110008,1,0,0,1,2,8794100618,가마골,충북 단양군 가곡면 새밭로 553-1,충북 단양군 가곡면 어의곡리 608,3248034,4380032026,2023-06-11 17:28,1,27000,들깨감자옹심이;감자전,
g_g002046,2306110009,2,0,0,1,2,6253300132,단양흑마늘닭강정,충북 단양군 단양읍 도전4길 30,충북 단양군 단양읍 도전리 612,4544127,4380025026,2023-06-11 18:30,1,20000,,
g_g002046,2306110002,3,0,0,1,2,4128305782,제천시시설관리사업소,충북 제천시 숭의로 85,충북 제천시 화산동 128-1,3239038,4315010900,2023-06-11 10:42,1,6000,출렁다리입장권,
g_g002048,2307020001,1,0,0,1,1,2843801255,바지카페,충북 괴산군 청천면 화양로 733-38,,3246038,4376036046,2023-07-02 09:15,1,3500,,
g_g002048,2307020003,1,0,0,1,1,2070839534,시원해물칼국수,충북 괴산군 괴산읍 읍내로12길 27,충북 괴산군 괴산읍 동부리 624-1,4538575,4376025021,2023-07-02 11:15,1,26000,황제해물칼국수,
g_g002056,2306130003,1,0,0,1,4,3053056008,파리바게뜨,대전 동구 동서대로 1689,대전 동구 용전동 63-3,2010003,3011011500,2023-06-13 10:33,1,29700,아메리카노;아이스아메리카노;디럭스샌드위치;신)건강한치킨커틀릿샐러드랩;모카크림치즈번,
g_g002056,2306130005,1,0,0,1,4,3020541066,호수위의 찻집,충북 옥천군 군북면 방아실길 248,충북 옥천군 군북면 대정리 100-10,4526140,4373038025,2023-06-13 13:26,1,20500,H)아메리카노;자몽쥬스;애플망고쥬스;블루베리에이드,
g_g002056,2306130006,1,0,0,1,4,8271300292,돌솥식당,충북 옥천군 군북면 비야대정로 687,충북 옥천군 군북면 대정리 664-2,3242014,4373038025,2023-06-13 15:58,1,62000,,
g_g002056,2306130007,1,0,0,1,4,2181109030,하늘만큼,대전 동구 동부로33번길 46-58,대전 동구 판암동 527-6,4292187,3011010700,2023-06-13 16:32,1,23500,생레몬 에이드;블루베리 요거트;수박주스;아메리카노(HOT),
g_g002056,2306130009,1,0,0,1,4,2571601983,(닭치고)춘천전통닭갈비,인천 남동구 문화서로4번길 61-24,인천 남동구 구월동 1372-17,4259363,2820010100,2023-06-13 21:56,1,70000,중간닭갈비,
g_g002056,2306130008,2,0,0,1,4,7738601800,(주)영풍문고 대전터미널점,대전 동구 동서대로1695번길 30,,4292211,3011011500,2023-06-13 18:46,1,76300,인테르니앤데코;까사리빙(2023년월간);머니(2023년월간);건축가엄마와한번쯤인;라온,
g_g002056,2306130004,3,0,0,1,4,3020439812,수생식물학습원,충북 옥천군 군북면 방아실길 248,충북 옥천군 군북면 대정리 100-10,4526140,4373038025,2023-06-13 11:51,1,24000,입장권,
g_g002056,2306130003,1,0,0,2,4,8288602491,대전복합터미널,대전 동구 동서대로 1689,,2010003,3011011500,2023-06-13 11:09,1,1600,주차비,
g_g002059,2306230009,1,0,0,1,3,3140859444,자담치킨,대전 서구 갈마중로16번길 7,대전 서구 갈마동 351-2,4298031,3017011100,2023-06-23 21:26,1,26900,양념반반치킨;자담시그니처소스,
g_g002059,2306240003,1,0,0,1,3,3038513167,음성(하남)휴게소,충북 음성군 삼성면 중부고속도로 52,충북 음성군 삼성면 양덕리 산 98-5,1000017,4377035022,2023-06-24 14:45,1,4000,떡볶이,
g_g002059,2306240004,1,0,0,1,3,1141446689,김수환식당,서울 강동구 성안로3길 127,서울 강동구 성내동 456-2,4172185,1174010800,2023-06-24 17:52,1,80000,(S)우대갈비;된찌50;공기밥;짚불삼겹살,
g_g002059,2306230005,1,0,0,2,3,5631900139,나룻터식당,대전 중구 보문로291번길 20,대전 중구 선화동 290-9,4295361,3014010200,2023-06-23 16:33,1,26000,콩나물탕;두부두루치기;모두부;공기밥,
g_g002059,2306240003,1,0,0,2,3,3038513167,음성(하남)휴게소,충북 음성군 삼성면 중부고속도로 52,,1000017,4377035022,2023-06-24 14:58,1,5000,우리밀호두과자,
g_g002059,2306230003,3,0,0,2,3,3020439812,수생식물학습원,충북 옥천군 군북면 방아실길 248,충북 옥천군 군북면 대정리 100-10,4526140,4373038025,2023-06-23 13:08,1,18000,입장권,
g_g002059,2306230009,1,0,0,3,3,8448501916,GS25,대전 서구 둔산중로 142,대전 서구 둔산동 919,3166022,3017011200,2023-06-23 21:38,1,9700,1000억막걸리캔;칠성막사캔;매실하이볼순,
g_g002073,2306240002,1,0,0,1,2,3028112599,금강휴게소,충북 옥천군 동이면 금강로 596,충북 옥천군 동이면 조령리 576,3242003,4373031025,2023-06-24 10:48,1,4500,웨스턴핫바(하),
g_g002073,2306240004,2,0,0,1,2,3058148738,로쏘주식회사 케익부띠끄,대전 중구 대종로 480,대전 중구 은행동 153,3010004,3014010100,,1,30000,요거트롤;신제품;아이스팩(소) ,
g_g002073,2306240002,1,0,0,2,2,3028112599,금강휴게소,충북 옥천군 동이면 금강로 596,,3242003,4373031025,2023-06-24 10:49,1,4000,통감자,
g_g002073,2306240003,2,0,0,2,2,3058148738,성심당,대전 중구 대종로480번길 15,,4295158,3014010100,,1,27700,공주알밤식빵;튀김소보로;명란바게트;튀소구마;야채고로게,
g_g002073,2306240002,1,0,0,3,2,3028112599,금강(부산)휴게소,충북 옥천군 동이면 금강로 596,,3242003,4373031025,2023-06-24 11:02,1,5000,ice아메리카노(L),
g_g002075,2307080003,1,0,0,1,3,1454200564,솥뚜껑매운탕,충남 공주시 사곡면 아래안영골길 4,충남 공주시 사곡면 신영리 9-10,4553761,4415039022,2023-07-08 12:08,1,39000,,
g_g002075,2307080007,1,0,0,1,3,3626700686,밤마실야시장마실와,충남 공주시 산성시장2길 56-8,충남 공주시 산성동 181-182,4553545,4415010500,2023-07-08 18:53,1,10000,,
g_g002075,2307090001,1,0,0,1,3,7572900539,베이커리밤마을,충남 공주시 백미고을길 5-9,충남 공주시 금성동 184-4,4553448,4415010800,2023-07-09 11:16,1,14800,에클레어;밤라떼(ICE);아메리카노(ICE);밤파이(1EA),
g_g002075,2307090003,1,0,0,1,3,5840400151,원진노기순청국장,충남 공주시 백미고을길 6,충남 공주시 금성동 176-6,4553448,4415010800,2023-07-09 13:49,1,42000,,
g_g002075,2307080005,1,1,1,1,3,3864000593,카페운암,충남 공주시 사곡면 마곡사로 813,충남 공주시 사곡면 운암리 540-1,3251011,4415039029,2023-07-08 14:32,1,28000,아메리카노(I);레몬베리에이드;패션후르츠에이드;밤치즈케이크,
g_g002078,2306100007,1,0,0,1,4,3058148738,성심당문화원,대전 중구 중교로73번길 11,대전 중구 은행동 158-1,4295558,3014010100,2023-06-10 00:00,1,20500,아메리카노(I);통오렌지케일주스;곳간쉐이크,
g_g002078,2306100005,2,0,0,1,4,3058148738,로쏘주식회사 성심당,대전 중구 대종로480번길 15,,4295158,3014010100,2023-06-10 00:00,1,10600,햄치즈크로와상;판타롱부추빵;김치찹쌀주먹밥;핫치킨고로게,
g_g002078,2306100006,2,0,0,1,4,3058148738,로쏘주식회사 케익부띠끄,대전 중구 대종로 480,대전 중구 은행동 153,3010004,3014010100,2023-06-10 00:00,1,16700,미니슈;치즈타르트;딸기토끼(조각),
g_g002078,2306100005,2,0,0,2,4,3058148738,로쏘주식회사 성심당본점,대전 중구 대종로480번길 15,대전 중구 은행동 145-1,4295158,3014010100,2023-06-10 00:00,1,16900,우유고로케;애플파이;땡큐;올리브샌드위치;명란바게트,
g_g002078,2306100005,2,0,0,3,4,3058148738,로쏘 주식회사 성심당본점,대전 중구 대종로480번길 15,,4295158,3014010100,2023-06-10 00:00,1,17300,카프레제샌드위치;올리브샌드위치;소금빵;카레고로게,
g_g002078,2306100005,2,0,0,4,4,3058148738,성심당본점,대전 중구 대종로480번길 15,대전 중구 은행동 145-1,4295158,3014010100,2023-06-10 00:00,1,28900,페스트리샌드위치;초코폭탄;명란바게트;김치찹쌀주먹밥;소금빵,
g_g002078,2306100009,6,1,1,0,4,,스카이동전노래연습장,168-3,,,,,3,3000,,3014010100
g_g002078,2306100004,1,1,1,1,4,2018121515,스타벅스,대전 중구 대종로 486,대전 중구 은행동 149,3010004,3014010100,2023-06-10 08:42,1,12100,7레이어 가나슈 C;G)쿨라임 Fizz ,
g_g002078,2306100004,1,1,1,2,4,2018121515,스타벅스,대전 중구 대종로 486,대전 중구 은행동 149,3010004,3014010100,2023-06-10 10:31,1,5900,T)쿨라임 Fizz,
g_g002078,2306100004,1,1,1,3,4,2018121515,스타벅스,대전 중구 대종로 486,대전 중구 은행동 149,3010004,3014010100,,1,4500,I-T)아메리카노,
g_g002088,2306240002,1,0,0,1,3,3018123531,옥산(하)휴게소,충북 청주시 흥덕구 옥산면 경부고속도로 309,충북 청주시 흥덕구 옥산면 오산리 589-15,1000001,4311332021,2023-06-24 13:58,1,20500,고속오뎅우동;(양식)통등심돈가스;콩나물해장라면,
g_g002088,2306240003,1,0,0,1,3,3063466486,만인산휴양림,대전 동구 산내로 111,대전 동구 하소동 460-1,3000089,3011014500,2023-06-24 15:19,1,10000,호떡1개,
g_g002088,2306240006,1,0,0,1,3,2548800788,(주)태평식품,대전 유성구 온천동로65번길 50,대전 유성구 봉명동 682-2,4301283,3020011100,2023-06-24 18:43,1,84000,따로국밥;특 내장탕;육사시미-대;소주;맥주,
g_g002088,2306240008,1,0,0,1,3,8581601700,토리아에즈,대전 유성구 온천북로33번길 21-4,대전 유성구 봉명동 630-5,4301287,3020011100,2023-06-24 20:15,1,25000,생맥주;계란구이;시샤모;관자;무릎연골,
g_g002088,2306240009,1,0,0,1,3,7110102764,"오늘, 우리",대전 유성구 온천북로 7,,3167046,3020011100,2023-06-24 22:15,1,35000,과일빙수;맥주,
g_g002088,2306250001,1,0,0,1,3,1872400263,설천순대국밥,대전 유성구 온천북로33번길 13,대전 유성구 봉명동 634-2,4301287,3020011100,2023-06-25 10:19,1,30000,,
g_g002089,2306170005,1,0,0,1,2,8900601229,코튼드수플레,전남 담양군 고서면 가사문학로 327,전남 담양군 고서면 동운리 583-10,3286001,4671032029,2023-06-17 13:50,3,13500,딸기파르페;카라멜크림라떼ice,
g_g002089,2306180001,1,0,0,1,2,3490200059,소바집,전남 담양군 담양읍 객사2길 11-24,전남 담양군 담양읍 객사리 산 206-2,4658015,4671025024,2023-06-18 11:56,1,21000,마른모밀;냉모밀,
g_g002089,2306180003,1,0,0,1,2,7455200460,카페쿠잉롤,전남 담양군 담양읍 죽녹원로 91,,3286015,4671025024,2023-06-18 14:32,1,15000,판다 망고빙수,
g_g002089,2306180006,1,0,0,1,2,2891801382,동하당,전남 담양군 고서면 가사문학로 324-6,,3286001,4671032029,2023-06-18 18:20,1,42000,,
g_g002089,2306180004,2,0,0,1,2,6556000629,담양샌드,전남 담양군 담양읍 추성로 1345,전남 담양군 담양읍 객사리 63,3286019,4671025024,2023-06-18 16:28,1,35000,담양댓잎샌드;보냉팩,
g_g002089,2306180002,3,0,0,1,2,4098301515,담양군청(죽녹원),전남 담양군 담양읍 죽녹원로 119,,3286015,4671025027,2023-06-18 12:08,1,6000,입장권,
g_g002089,2306180005,3,0,0,1,2,4098301515,담양군청,전남 담양군 담양읍 추성로 1371,전남 담양군 담양읍 객사리 99-1,3286019,4671025024,2023-06-18 17:12,1,4000,입장권,
g_g002089,2306170004,1,2,2,1,2,2014603097,서울곱창,광주 광산구 송정로15번길 71,광주 광산구 송정동 820-5,4289311,2920010100,2023-06-17 12:56,1,30000,곱창구이;국밥;음료수;공기밥,
g_g002094,2306250002,1,0,0,0,2,,브런치빈 순천점,매안2길 11-12 1층  2츤 브런치빈 순천점,,,,,1,22800,,4615031000
g_g002094,2306240006,1,0,0,1,2,4160263989,순천건봉국밥,전남 순천시 장평로 65,전남 순천시 인제동 371-1,3283026,4615011700,2023-06-24 14:57,1,27000,2인세트(맛보기수육),
g_g002094,2306240008,1,0,0,1,2,4160389652,풍미,전남 순천시 성남뒷길 3,전남 순천시 장천동 19-16,4649515,4615011900,2023-06-24 21:17,1,22000,,
g_g002094,2306250003,1,0,0,1,2,8460202577,공차,전남 순천시 해룡면 신대로 118,전남 순천시 해룡면 신대리 1985-3,3283041,4615031022,2023-06-25 12:05,1,11800,초코바른 제주 그린 스무디 L,
g_g002094,2306240003,3,0,0,1,2,,2023 순천만국제정원박람회,전남 순천시 국가정원1호길 47,전남 순천시 오천동 600,4853721,4615012600,2023-06-24 00:00,1,15000,입장권,
g_g002094,2306240002,3,0,0,2,2,4168305028,순천 낙안읍성,전남 순천시 낙안면 충민길 30,,4650053,4615038021,2023-06-24 15:43,1,8000,입장권 ,
g_g002096,2307030005,1,0,0,1,1,3031264677,갤러리,충북 음성군 감곡면 가곡로 228,충북 음성군 감곡면 오궁리 212-13,3197001,4377037029,2023-07-03 12:28,1,9000,,
g_g002096,2307030008,1,0,0,1,1,3745300474,소갈비왔소,충북 음성군 금왕읍 음성로 1136,충북 음성군 금왕읍 금석리 469,3247044,4377025322,2023-07-03 18:28,1,91000,1KG생갈비살;된장찌개;공기밥;소주,
g_g002096,2307030004,1,1,1,1,1,3031121889,달거니해장국,충북 음성군 감곡면 가곡로 226,,3197001,4377037029,2023-07-03 11:25,1,20000,선지해장국 ,
g_g002104,2306170002,1,0,0,0,2,,미소댓잎국수,객사3길 20,,,,,1,17000,,4671025000
g_g002104,2306160009,2,0,0,1,2,4188208155,이마트24,전북 전주시 덕진구 백제대로 567,전북 전주시 덕진구 금암동 663,2266003,4511310700,2023-06-16 21:03,3,5900,과즙이풍부한딸기우유;아임이)자색고구마칩,
g_g002104,2306160007,1,1,1,1,2,7130202447,치히로,전북 전주시 완산구 전주객사3길 73-56,전북 전주시 완산구 고사동 324-15,4598334,4511111700,2023-06-16 19:05,1,25000,김치나베돈까스;오야꼬동,
g_g002109,2306180004,1,0,0,1,3,6698100827,(유)쌍교숯불갈비,전남 담양군 봉산면 송강정로 212,,3286009,4671031027,2023-06-18 13:01,1,42000,,
g_g002109,2306180003,2,0,0,1,3,3228200401,봉산농협 쌍교로컬푸드 직매장,전남 담양군 봉산면 송강정로 208,,3286009,4671031027,2023-06-18 11:57,1,9310,청양;대추방울토마토;당근(흙당근),
