TRAVEL_ID,MVMN_SE,PAYMENT_SE,PAYMENT_SEQ,MVMN_SE_NM,RSVT_YN,PAYMENT_NUM,BRNO,STORE_NM,PAYMENT_DT,PAYMENT_MTHD_SE,PAYMENT_AMT_WON,PAYMENT_ETC
g_g010945,50,교통비,0,버스 + 지하철,N,2,,,,,7850,
g_g010945,7,교통비,1,KTX/SRT(고속열차),Y,2,3058631590,주식회사 에스알,2023-08-24 00:00,1,20000,기차표
g_g010945,8,교통비,1,새마을/무궁화열차,Y,2,3148210024,한국철도공사,2023-08-24 16:53,3,10800,기차표
g_g010950,4,교통비,0,택시,N,2,,,,,12000,
g_g010950,5,교통비,0,지하철,N,2,,,,,3000,
g_g010950,7,교통비,0,KTX/SRT(고속열차),N,2,,,,,60000,
g_g010954,1,주유비,0,자가용(승용/승합/트럭 등등),N,3,,,,,40000,
g_g010954,1,통행료,0,자가용(승용/승합/트럭 등등),N,3,,,,,9400,
g_g010972,12,교통비,0,시외/고속버스,N,2,,,,,101200,
g_g010972,4,교통비,1,택시,N,2,1048183559,카카오페이(택시),2023-09-17 12:31,1,9300,택시비
g_g010972,4,교통비,2,택시,N,2,1048183559,카카오페이(택시),2023-09-17 13:38,1,5000,택시비
g_g010972,4,교통비,3,택시,N,2,1048183559,카카오페이(택시),2023-09-17 14:57,1,6500,택시비
g_g010972,4,교통비,4,택시,N,2,1048183559,티머니,2023-09-17 15:34,1,10900,택시비 
g_g010972,4,교통비,5,택시,N,2,1298638970,카카오개인택시,2023-09-17 16:23,1,11500,택시비 
g_g010976,8,교통비,0,새마을/무궁화열차,N,2,,,,,52800,
g_g010979,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,5800,
g_g010982,12,교통비,0,시외/고속버스,N,1,,,,,13400,
g_g011009,1,주유비,0,자가용(승용/승합/트럭 등등),N,3,,,,,18000,
g_g011018,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,50000,
g_g011018,1,주차비,0,자가용(승용/승합/트럭 등등),N,2,,,,,1000,
g_g011018,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,8600,
g_g011038,1,주유비,0,자가용(승용/승합/트럭 등등),N,1,,,,,30000,
g_g011045,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,70000,
g_g011045,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,11300,
g_g011053,4,교통비,1,택시,N,3,,동일운수(자),2023-09-23 15:21,1,10500,택시비 
g_g011053,4,교통비,2,택시,N,3,,,2023-09-23 13:33,1,9900,택시비
g_g011054,1,통행료,0,자가용(승용/승합/트럭 등등),N,4,,,,,1800,
g_g011060,1,주유비,0,자가용(승용/승합/트럭 등등),N,1,,,,,80000,
g_g011060,1,통행료,0,자가용(승용/승합/트럭 등등),N,1,,,,,16600,
g_g011076,5,교통비,0,지하철,N,1,,,,,5120,
g_g011076,7,교통비,1,KTX/SRT(고속열차),Y,1,3058631590,주식회사 에스알,2023-09-16 00:00,1,20000,기차표
g_g011077,1,주유비,0,자가용(승용/승합/트럭 등등),N,3,,,,,15000,
g_g011077,1,주차비,0,자가용(승용/승합/트럭 등등),N,3,,,,,3000,
g_g011078,4,교통비,0,택시,N,2,,,,,22000,
g_g011086,2,렌탈비,2,렌터카(승용/승합/버스 등등),Y,3,,쏘카,2023-09-05 23:01,1,30240,렌트비
g_g011086,2,렌탈비,3,렌터카(승용/승합/버스 등등),N,3,,(주)쏘카,2023-09-07 20:10,1,8550,렌트비
g_g011086,2,주유비,0,렌터카(승용/승합/버스 등등),N,3,,,,,8550,
g_g011086,7,교통비,1,KTX/SRT(고속열차),Y,3,6168190529,쏘카,2023-09-05 23:01,1,59100,ktx결합결재
g_g011091,1,통행료,0,자가용(승용/승합/트럭 등등),N,3,,,,,700,
g_g011096,1,주유비,0,자가용(승용/승합/트럭 등등),N,1,,,,,10000,
g_g011097,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,60000,
g_g011098,12,교통비,0,시외/고속버스,N,2,,,,,40000,
g_g011101,4,교통비,1,택시,N,2,3110775318,정흥진,2023-09-01 12:52,1,12500,택시비 
g_g011101,8,교통비,1,새마을/무궁화열차,Y,2,3148210024,한국철도공사 ,2023-08-31 20:04,1,13600,기차표
g_g011101,8,교통비,4,새마을/무궁화열차,Y,2,3148210024,한국철도공사,2023-08-25 14:13,1,12300,기차표 
g_g011102,12,교통비,0,시외/고속버스,N,2,,,,,45700,
g_g011102,4,교통비,0,택시,N,2,,,,,10300,
g_g011105,2,렌탈비,0,렌터카(승용/승합/버스 등등),N,2,,,,,56500,
g_g011105,50,교통비,0,버스 + 지하철,N,2,,,,,30200,
g_g011106,50,교통비,0,버스 + 지하철,N,2,,,,,10000,
g_g011106,8,교통비,0,새마을/무궁화열차,N,2,,,,,40800,
g_g011120,13,교통비,0,시내/마을버스,N,2,,,,,7750,
g_g011120,7,교통비,1,KTX/SRT(고속열차),Y,2,3148210024,한국철도공사,2023-08-30 08:18,1,14900,기차표 
g_g011120,7,교통비,2,KTX/SRT(고속열차),N,2,3148210024,한국철도공사,2023-09-02 00:00,1,21200,기차표
g_g011123,1,주유비,0,자가용(승용/승합/트럭 등등),N,1,,,,,56000,
g_g011123,1,통행료,0,자가용(승용/승합/트럭 등등),N,1,,,,,5800,
g_g011127,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,10000,
g_g011129,50,교통비,0,버스 + 지하철,N,1,,,,,39300,
g_g011131,4,교통비,1,택시,N,1,3078125385,행복택시주식회사,2023-09-16 14:51,1,5100,택시비
g_g011131,50,교통비,0,버스 + 지하철,N,1,,,,,78200,
g_g011137,1,주유비,0,자가용(승용/승합/트럭 등등),N,4,,,,,54000,
g_g011137,1,통행료,0,자가용(승용/승합/트럭 등등),N,4,,,,,18400,
g_g011146,1,주유비,0,자가용(승용/승합/트럭 등등),N,3,,,,,30000,
g_g011148,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,28713,
g_g011148,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,1600,
g_g011161,1,주유비,0,자가용(승용/승합/트럭 등등),N,3,,,,,33000,
g_g011161,1,통행료,0,자가용(승용/승합/트럭 등등),N,3,,,,,11700,
g_g011162,5,교통비,0,지하철,N,1,,,,,5000,
g_g011162,7,교통비,0,KTX/SRT(고속열차),N,1,,,,,85200,
g_g011163,13,교통비,0,시내/마을버스,N,2,,,,,3000,
g_g011163,4,교통비,1,택시,N,2,,우성택시(주),2023-09-01 13:37,1,7600,택시비
g_g011163,4,교통비,2,택시,N,2,3118128042,은성운수합자회사,2023-09-01 14:33,1,11500,택시비
g_g011163,4,교통비,3,택시,N,2,3044100604,박창화,2023-09-01 15:37,1,13600,택시비 
g_g011163,8,교통비,1,새마을/무궁화열차,Y,2,3148210024,한국철도공사 ,2023-08-31 14:32,1,9600,기차표
g_g011163,8,교통비,2,새마을/무궁화열차,N,2,3148210024,한국철도공사,2023-09-01 20:02,1,4400,기차표
g_g011164,4,교통비,1,택시,N,1,3141574555,개인택시,2023-09-05 20:53,1,7600,택시비
g_g011164,50,교통비,0,버스 + 지하철,N,1,,,,,10000,
g_g011164,7,교통비,1,KTX/SRT(고속열차),Y,1,3058631590,주식회사 에스알 ,2023-09-04 00:00,1,17400,기차표
g_g011164,7,교통비,2,KTX/SRT(고속열차),N,1,3058631590,주식회사 에스알,2023-09-05 00:00,1,17400,기차표
g_g011166,12,교통비,0,시외/고속버스,N,2,,,,,27800,
g_g011166,4,교통비,1,택시,N,2,7163700644,개인택시,2023-09-02 15:01,1,4300,택시비 
g_g011166,8,교통비,1,새마을/무궁화열차,Y,2,3148210024,한국철도공사,2023-09-01 00:00,3,4300,기차표 
g_g011166,8,교통비,3,새마을/무궁화열차,N,2,3148210024,한국철도공사,2023-09-02 21:57,1,1800,기차표
g_g011171,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,2300,
g_g011173,4,교통비,1,택시,N,1,4028119683,(유)한솔교통,2023-09-19 10:21,1,6200,택시비
g_g011173,4,교통비,2,택시,N,1,,,2023-09-19 14:16,1,4300,택시비
g_g011173,4,교통비,3,택시,N,1,,,2023-09-19 17:44,1,4500,택시비
g_g011173,7,교통비,1,KTX/SRT(고속열차),Y,1,3148210024,한국철도공사,2023-09-17 20:28,3,13400,기차표
g_g011173,7,교통비,2,KTX/SRT(고속열차),N,1,3148210024,한국철도공사,2023-09-19 18:36,3,16100,기차표
g_g011188,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,8000,
g_g011188,5,교통비,0,지하철,N,2,,,,,3600,
g_g011189,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,30000,
g_g011189,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,6400,
g_g011192,1,주유비,0,자가용(승용/승합/트럭 등등),N,1,,,,,54000,
g_g011192,1,주차비,0,자가용(승용/승합/트럭 등등),N,1,,,,,1000,
g_g011194,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,30000,
g_g011197,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,3000,
g_g011200,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,60000,
g_g011200,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,20300,
g_g011200,4,교통비,0,택시,N,2,,,,,18800,
g_g011207,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,30000,
g_g011207,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,15000,
g_g011212,1,주유비,0,자가용(승용/승합/트럭 등등),N,1,,,,,70000,
g_g011212,1,통행료,0,자가용(승용/승합/트럭 등등),N,1,,,,,20000,
g_g011228,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,20000,
g_g011228,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,7200,
g_g011229,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,20000,
g_g011232,50,교통비,0,버스 + 지하철,N,2,,,,,25000,
g_g011232,7,교통비,0,KTX/SRT(고속열차),N,2,,,,,20100,
g_g011233,1,주유비,0,자가용(승용/승합/트럭 등등),N,4,,,,,110000,
g_g011233,1,통행료,0,자가용(승용/승합/트럭 등등),N,4,,,,,6800,
g_g011239,1,주유비,0,자가용(승용/승합/트럭 등등),N,1,,,,,26482,
g_g011239,1,통행료,0,자가용(승용/승합/트럭 등등),N,1,,,,,6100,
g_g011242,4,교통비,1,택시,N,4,3128103758,신진운수(자),2023-09-03 22:18,1,7400,택시비 
g_g011242,5,교통비,0,지하철,N,4,,,,,2500,
g_g011242,7,교통비,0,KTX/SRT(고속열차),N,4,,,,,22600,
g_g011254,1,주유비,0,자가용(승용/승합/트럭 등등),N,4,,,,,61000,
g_g011254,1,통행료,0,자가용(승용/승합/트럭 등등),N,4,,,,,7700,
g_g011255,1,주유비,0,자가용(승용/승합/트럭 등등),N,4,,,,,50000,
g_g011255,1,통행료,0,자가용(승용/승합/트럭 등등),N,4,,,,,15400,
g_g011268,1,주유비,0,자가용(승용/승합/트럭 등등),N,1,,,,,20000,
g_g011276,4,교통비,0,택시,N,1,,,,,21400,
g_g011276,5,교통비,0,지하철,N,1,,,,,6500,
g_g011276,8,교통비,0,새마을/무궁화열차,N,1,,,,,21500,
g_g011286,4,교통비,0,택시,N,2,,,,,42300,
g_g011286,7,교통비,0,KTX/SRT(고속열차),N,2,,,,,80600,
g_g011291,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,6800,
g_g011292,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,10000,
g_g011292,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,2400,
g_g011295,1,주유비,0,자가용(승용/승합/트럭 등등),N,3,,,,,70000,
g_g011295,1,통행료,0,자가용(승용/승합/트럭 등등),N,3,,,,,28000,
g_g011297,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,6300,
g_g011299,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,17600,
g_g011299,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,6600,
g_g011300,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,50000,
g_g011300,1,주차비,0,자가용(승용/승합/트럭 등등),N,2,,,,,200,
g_g011300,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,9600,
g_g011305,5,교통비,0,지하철,N,2,,,,,2900,
g_g011305,8,교통비,1,새마을/무궁화열차,N,2,3148210024,한국철도공사,2023-09-20 19:42,1,2600,기차표 
g_g011305,8,교통비,2,새마을/무궁화열차,N,2,3148210024,한국철도공사,2023-09-20 11:18,1,2600,기차표
g_g011318,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,10000,
g_g011323,4,교통비,0,택시,N,2,,,,,6600,
g_g011323,5,교통비,0,지하철,N,2,,,,,9200,
g_g011344,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,33480,
g_g011344,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,8400,
g_g011365,11,교통비,0,관광버스,N,2,,,,,64400,
g_g011365,50,교통비,0,버스 + 지하철,N,2,,,,,10000,
g_g011365,7,교통비,0,KTX/SRT(고속열차),N,2,,,,,93600,
g_g011370,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,34100,
g_g011370,1,주차비,0,자가용(승용/승합/트럭 등등),N,2,,,,,300,
g_g011370,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,4300,
g_g011374,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,10000,
g_g011376,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,50000,
g_g011393,4,교통비,0,택시,N,2,,,,,3400,
g_g011393,5,교통비,0,지하철,N,2,,,,,2500,
g_g011393,8,교통비,1,새마을/무궁화열차,N,2,3148210024,한국철도공사,2023-09-09 08:40,1,2600,기차표
g_g011393,8,교통비,2,새마을/무궁화열차,Y,2,3148210024,한국철도공사,2023-09-07 23:31,3,2600,기차표
g_g011396,1,주유비,0,자가용(승용/승합/트럭 등등),N,3,,,,,65000,
g_g011396,1,통행료,0,자가용(승용/승합/트럭 등등),N,3,,,,,26800,
g_g011398,13,교통비,0,시내/마을버스,N,2,,,,,3760,
g_g011398,4,교통비,0,택시,N,2,,,,,11000,
g_g011398,8,교통비,0,새마을/무궁화열차,N,2,,,,,26000,
g_g011399,12,교통비,0,시외/고속버스,N,1,,,,,30650,
g_g011408,4,교통비,0,택시,N,1,,,,,24000,
g_g011408,5,교통비,0,지하철,N,1,,,,,4900,
g_g011408,7,교통비,0,KTX/SRT(고속열차),N,1,,,,,44200,
g_g011409,5,교통비,0,지하철,N,1,,,,,5000,
g_g011409,7,교통비,1,KTX/SRT(고속열차),Y,1,2148189957,웹투어(주),2023-09-05 23:44,3,20100,기차표  
g_g011409,7,교통비,2,KTX/SRT(고속열차),Y,1,,웹투어,2023-09-08 23:45,3,15400,기차표
g_g011411,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,3400,
g_g011412,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,15648,
g_g011412,5,교통비,0,지하철,N,2,,,,,2800,
g_g011412,7,교통비,1,KTX/SRT(고속열차),N,2,3148210024,한국철도공사,2023-09-09 08:39,1,25100,기차표
g_g011412,7,교통비,2,KTX/SRT(고속열차),Y,2,3148210024,한국철도공사,2023-08-31 13:10,1,25100,기차표
g_g011422,4,교통비,1,택시,N,2,3110775318,,2023-09-02 11:20,1,6300,택시비
g_g011422,4,교통비,2,택시,N,2,3110930106,,2023-09-02 17:53,1,12100,택시비
g_g011422,4,교통비,3,택시,N,2,,은성운수합자회사,2023-09-02 14:19,1,13800,택시비
g_g011422,5,교통비,0,지하철,N,2,,,,,5300,
g_g011422,8,교통비,1,새마을/무궁화열차,Y,2,3148210024,한국철도공사,2023-09-01 22:45,1,24600,기차표
g_g011422,8,교통비,2,새마을/무궁화열차,Y,2,3148210024,한국철도공사,2023-09-01 00:00,3,16600,기차표
g_g011430,1,주유비,0,자가용(승용/승합/트럭 등등),N,1,,,,,53541,
g_g011432,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,14600,
g_g011435,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,35960,
g_g011435,50,교통비,0,버스 + 지하철,N,2,,,,,31700,
g_g011441,1,주유비,0,자가용(승용/승합/트럭 등등),N,1,,,,,50000,
g_g011444,1,통행료,0,자가용(승용/승합/트럭 등등),N,1,,,,,15000,
g_g011448,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,50000,
g_g011449,5,교통비,0,지하철,N,2,,,,,6200,
g_g011449,7,교통비,2,KTX/SRT(고속열차),Y,2,3148210024,한국철도공사,2023-09-06 12:34,1,12900,기차표 
g_g011449,8,교통비,1,새마을/무궁화열차,Y,2,3148210024,한국철도공사,2023-09-06 12:34,1,12000,기차표 
g_g011450,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,101000,
g_g011450,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,25000,
g_g011454,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,40000,
g_g011454,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,5400,
g_g011459,1,주유비,0,자가용(승용/승합/트럭 등등),N,3,,,,,35000,
g_g011459,1,주차비,0,자가용(승용/승합/트럭 등등),N,3,,,,,2200,
g_g011459,1,통행료,0,자가용(승용/승합/트럭 등등),N,3,,,,,15400,
g_g011461,1,주유비,0,자가용(승용/승합/트럭 등등),N,1,,,,,30000,
g_g011464,5,교통비,0,지하철,N,1,,,,,5100,
g_g011472,1,주유비,0,자가용(승용/승합/트럭 등등),N,1,,,,,40000,
g_g011472,1,통행료,0,자가용(승용/승합/트럭 등등),N,1,,,,,10000,
g_g011473,1,주차비,0,자가용(승용/승합/트럭 등등),N,3,,,,,500,
g_g011473,1,통행료,0,자가용(승용/승합/트럭 등등),N,3,,,,,8400,
g_g011476,1,주유비,0,자가용(승용/승합/트럭 등등),N,4,,,,,100000,
g_g011476,1,통행료,0,자가용(승용/승합/트럭 등등),N,4,,,,,10400,
g_g011477,4,교통비,1,택시,N,1,1518701894,경찬운수,2023-09-09 17:45,1,6100,택시비
g_g011477,50,교통비,0,버스 + 지하철,N,1,,,,,7150,
g_g011478,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,57000,
g_g011478,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,7650,
g_g011479,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,10000,
g_g011481,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,40000,
g_g011481,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,19400,
g_g011482,1,주유비,0,자가용(승용/승합/트럭 등등),N,3,,,,,70000,
g_g011482,1,통행료,0,자가용(승용/승합/트럭 등등),N,3,,,,,6600,
g_g011486,1,주유비,0,자가용(승용/승합/트럭 등등),N,3,,,,,90000,
g_g011486,1,통행료,0,자가용(승용/승합/트럭 등등),N,3,,,,,9000,
g_g011487,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,20000,
g_g011487,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,3400,
g_g011489,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,10000,
g_g011491,2,렌탈비,0,렌터카(승용/승합/버스 등등),N,2,,,,,65600,
g_g011491,2,주유비,0,렌터카(승용/승합/버스 등등),N,2,,,,,38500,
g_g011491,2,통행료,0,렌터카(승용/승합/버스 등등),N,2,,,,,12400,
g_g011496,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,30000,
g_g011496,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,5000,
g_g011500,12,교통비,0,시외/고속버스,N,1,,,,,31100,
g_g011502,1,주유비,0,자가용(승용/승합/트럭 등등),N,3,,,,,30000,
g_g011502,1,통행료,0,자가용(승용/승합/트럭 등등),N,3,,,,,19000,
g_g011508,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,7000,
g_g011509,14,렌탈비,0,자전거,N,2,,,,,2000,
g_g011509,50,교통비,0,버스 + 지하철,N,2,,,,,30000,
g_g011510,50,교통비,0,버스 + 지하철,N,2,,,,,12500,
g_g011510,8,교통비,0,새마을/무궁화열차,N,2,,,,,10600,
g_g011511,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,1700,
g_g011515,1,주유비,0,자가용(승용/승합/트럭 등등),N,1,,,,,30000,
g_g011515,1,통행료,0,자가용(승용/승합/트럭 등등),N,1,,,,,5500,
g_g011519,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,40000,
g_g011519,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,10300,
g_g011522,2,렌탈비,0,렌터카(승용/승합/버스 등등),N,1,,,,,32000,
g_g011522,5,교통비,0,지하철,N,1,,,,,1500,
g_g011524,4,교통비,1,택시,N,2,,,2023-09-16 11:35,1,7300,택시비
g_g011524,4,교통비,2,택시,N,2,,,2023-09-16 16:55,1,13300,택시비
g_g011524,4,교통비,3,택시,N,2,,,2023-09-16 21:13,1,7300,택시비
g_g011524,50,교통비,0,버스 + 지하철,N,2,,,,,47900,
g_g011524,7,교통비,1,KTX/SRT(고속열차),Y,2,3148210024,한국철도공사,2023-09-05 00:00,1,24700,기차표
g_g011526,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,20000,
g_g011526,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,2200,
g_g011528,1,주유비,0,자가용(승용/승합/트럭 등등),N,1,,,,,30000,
g_g011528,1,주차비,0,자가용(승용/승합/트럭 등등),N,1,,,,,8400,
g_g011528,5,교통비,0,지하철,N,1,,,,,4500,
g_g011528,8,교통비,1,새마을/무궁화열차,Y,1,3148210024,한국철도공사,2023-09-01 15:23,1,7600,기차표
g_g011528,8,교통비,2,새마을/무궁화열차,N,1,3148210024,한국철도공사 ,2023-09-07 05:12,1,7600,기차표
g_g011530,1,주유비,0,자가용(승용/승합/트럭 등등),N,3,,,,,80000,
g_g011530,1,통행료,0,자가용(승용/승합/트럭 등등),N,3,,,,,18200,
g_g011533,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,50000,
g_g011534,50,교통비,0,버스 + 지하철,N,1,,,,,17300,
g_g011537,1,주유비,0,자가용(승용/승합/트럭 등등),N,1,,,,,20748,
g_g011551,1,주유비,0,자가용(승용/승합/트럭 등등),N,3,,,,,50000,
g_g011551,1,통행료,0,자가용(승용/승합/트럭 등등),N,3,,,,,12000,
g_g011555,1,주유비,0,자가용(승용/승합/트럭 등등),N,1,,,,,30000,
g_g011558,1,통행료,0,자가용(승용/승합/트럭 등등),N,1,,,,,5800,
g_g011562,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,4800,
g_g011566,1,주유비,0,자가용(승용/승합/트럭 등등),N,6,,,,,40000,
g_g011566,1,통행료,0,자가용(승용/승합/트럭 등등),N,6,,,,,7800,
g_g011567,1,주유비,0,자가용(승용/승합/트럭 등등),N,3,,,,,40000,
g_g011567,1,통행료,0,자가용(승용/승합/트럭 등등),N,3,,,,,8600,
g_g011571,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,40000,
g_g011571,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,8500,
g_g011577,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,2300,
g_g011578,1,주유비,0,자가용(승용/승합/트럭 등등),N,3,,,,,20000,
g_g011578,1,통행료,0,자가용(승용/승합/트럭 등등),N,3,,,,,6000,
g_g011580,5,교통비,0,지하철,N,2,,,,,6000,
g_g011580,8,교통비,0,새마을/무궁화열차,N,2,,,,,13600,
g_g011581,5,교통비,0,지하철,N,1,,,,,1250,
g_g011581,8,교통비,0,새마을/무궁화열차,N,1,,,,,21600,
g_g011582,50,교통비,0,버스 + 지하철,N,1,,,,,45000,
g_g011586,5,교통비,0,지하철,N,1,,,,,6100,
g_g011590,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,51000,
g_g011590,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,21000,
g_g011593,1,주유비,0,자가용(승용/승합/트럭 등등),N,1,,,,,30000,
g_g011593,1,주차비,0,자가용(승용/승합/트럭 등등),N,1,,,,,800,
g_g011593,1,통행료,0,자가용(승용/승합/트럭 등등),N,1,,,,,3000,
g_g011597,1,주유비,0,자가용(승용/승합/트럭 등등),N,4,,,,,50000,
g_g011597,1,주차비,0,자가용(승용/승합/트럭 등등),N,4,,,,,1500,
g_g011597,1,통행료,0,자가용(승용/승합/트럭 등등),N,4,,,,,10000,
g_g011598,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,21000,
g_g011598,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,10800,
g_g011600,12,교통비,0,시외/고속버스,N,1,,,,,15000,
g_g011600,14,렌탈비,0,자전거,N,1,,,,,2600,
g_g011600,14,렌탈비,1,자전거,N,1,,카카오모빌리티,2023-09-14 01:48,1,2600,
g_g011607,1,주유비,0,자가용(승용/승합/트럭 등등),N,1,,,,,40000,
g_g011607,1,통행료,0,자가용(승용/승합/트럭 등등),N,1,,,,,7000,
g_g011612,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,80000,
g_g011612,1,주차비,0,자가용(승용/승합/트럭 등등),N,2,,,,,1100,
g_g011612,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,20400,
g_g011613,5,교통비,0,지하철,N,1,,,,,5000,
g_g011614,1,주차비,0,자가용(승용/승합/트럭 등등),N,4,,,,,4000,
g_g011614,1,통행료,0,자가용(승용/승합/트럭 등등),N,4,,,,,10000,
g_g011619,1,주유비,0,자가용(승용/승합/트럭 등등),N,4,,,,,60000,
g_g011619,1,주차비,0,자가용(승용/승합/트럭 등등),N,4,,,,,2000,
g_g011619,1,통행료,0,자가용(승용/승합/트럭 등등),N,4,,,,,10900,
g_g011620,1,주유비,0,자가용(승용/승합/트럭 등등),N,3,,,,,15000,
g_g011622,1,주유비,0,자가용(승용/승합/트럭 등등),N,4,,,,,11000,
g_g011629,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,30000,
g_g011630,1,주유비,0,자가용(승용/승합/트럭 등등),N,2,,,,,50000,
g_g011630,1,주차비,0,자가용(승용/승합/트럭 등등),N,2,,,,,2100,
g_g011630,1,통행료,0,자가용(승용/승합/트럭 등등),N,2,,,,,8600,
g_g011631,13,교통비,0,시내/마을버스,N,2,,,,,23400,
g_g011631,8,교통비,3,새마을/무궁화열차,Y,2,3148210024,한국철도공사 ,2023-09-12 20:17,1,12000,기차표
g_g011636,50,교통비,0,버스 + 지하철,N,1,,,,,35600,
g_g011637,4,교통비,1,택시,N,1,1298638970,로카모빌리티카(주),2023-09-28 15:48,1,9500,택시비
g_g011637,4,교통비,2,택시,N,1,1048183559,주식회사 티머니,2023-09-28 21:04,1,11000,택시비
g_g011637,5,교통비,0,지하철,N,1,,,,,2500,
g_g011637,7,교통비,1,KTX/SRT(고속열차),N,1,3058631590,주식회사 에스알,2023-09-28 12:58,1,7500,기차표
g_g011637,7,교통비,2,KTX/SRT(고속열차),N,1,3058631590,주식회사 에스알,2023-09-28 21:06,1,11300,기차표
g_g011644,4,교통비,1,택시,N,2,6568702549,모두택시 협동조합,2023-09-10 18:23,1,6300,택시비
g_g011644,4,교통비,2,택시,N,2,,,2023-09-10 13:31,1,4700,택시비 
g_g011644,5,교통비,0,지하철,N,2,,,,,2500,
g_g011645,12,교통비,0,시외/고속버스,N,1,,,,,5300,
